Gene	PM1	PM2	LN1	LN2
ARFGAP3	937	1371	1638	1700
ARFGEF1	2323	1605	2475	1964
ARFGEF2	3971	2490	2080	1807
ARFIP1	2011	1985	1148	1252
ARFIP2	4346	3898	2252	2383
ARFRP1	383	510	509	579
ARG1	1	4	20	33
ARG2	386	241	3053	3498
ARGFX	0	0	0	0
ARGFXP2	4	3	0	0
ARGLU1	1285	1221	799	856
ARHGAP1	2366	2299	1299	1428
ARHGAP10	1079	1200	468	427
ARHGAP11A	2770	2070	1832	1859
ARHGAP11B	61	47	44	32
ARHGAP12	1488	1290	624	509
ARHGAP15	2	5	0	1
ARHGAP17	1093	847	667	713
ARHGAP18	388	328	407	426
ARHGAP19	1808	1295	1688	1678
ARHGAP19-SLIT1	0	0	0	0
ARHGAP20	0	0	24	16
ARHGAP21	1306	746	718	611
ARHGAP22	3	2	137	138
ARHGAP23	3	1	33	18
ARHGAP24	14	8	16	18
ARHGAP25	0	0	2	0
ARHGAP26	45	47	118	150
ARHGAP27	1096	1179	439	365
ARHGAP28	0	4	950	759
ARHGAP29	925	521	2023	1832
ARHGAP30	42	40	283	261
ARHGAP31	20	16	1	1
ARHGAP32	1027	584	1701	1298
ARHGAP33	285	581	296	278
ARHGAP35	3557	2425	2481	2202
ARHGAP36	3	0	0	0
ARHGAP39	581	742	425	343
ARHGAP4	144	230	100	77
ARHGAP40	61	125	0	0
ARHGAP42	2	3	84	73
ARHGAP44	478	312	786	798
ARHGAP5	3281	2289	1557	1232
ARHGAP6	17	10	681	583
ARHGAP8	28	16	7	6
ARHGAP9	1	0	8	17
ARHGDIA	3682	3351	5869	5855
ARHGDIB	26	13	1	4
ARHGDIG	209	238	22	18
ARHGEF1	2047	2142	545	500
ARHGEF10	623	373	973	929
ARHGEF10L	758	485	194	179
ARHGEF11	2504	1763	1484	1294
ARHGEF12	4360	3244	4302	3474
ARHGEF15	0	0	1	3
ARHGEF16	808	933	1016	1018
ARHGEF17	929	873	613	574
ARHGEF18	619	514	1078	983
ARHGEF19	873	940	503	593
ARHGEF2	677	681	1408	1337
ARHGEF25	523	599	165	147
ARHGEF26	920	899	3567	3244
ARHGEF26-AS1	25	23	257	282
ARHGEF3	383	218	60	51
ARHGEF33	1	0	1	0
ARHGEF35	72	53	54	44
ARHGEF37	191	396	1256	1092
ARHGEF38	360	484	49	50
ARHGEF4	71	50	223	236
ARHGEF40	48	84	296	274
ARHGEF5	268	291	214	236
ARHGEF6	243	204	41	38
ARHGEF7	1194	1145	476	368
ARHGEF9	685	557	1023	901
ARID1A	3411	2291	2905	2364
ARID1B	1240	964	1721	1469
ARID2	2868	1915	2034	1524
ARID3A	262	271	133	126
ARID3B	74	59	58	54
ARID3C	4	0	6	10
ARID4A	1233	1027	342	279
ARID4B	1023	895	1167	987
ARID5A	369	279	745	726
ARID5B	270	223	1241	989
ARIH1	2840	2354	1538	1466
ARIH2	1315	978	2601	2781
ARL1	3264	3495	3744	3652
ARL10	1	1	0	1
ARL11	59	55	1	1
ARL13A	1	6	4	2
ARL13B	437	370	434	439
ARL14	0	0	0	0
ARL15	419	342	141	120
ARL16	326	330	418	506
ARL17A	7	8	18	10
ARL17B	0	0	0	0
ARL2	590	638	727	824
ARL2-SNX15	0	0	0	0
ARL2BP	799	891	1031	1205
ARL3	1074	986	1089	1297
ARL4A	384	349	50	45
ARL4C	155	166	65	69
ARL4D	90	182	105	131
ARL5A	1857	1121	1061	1097
ARL5B	927	522	909	770
ARL5C	0	1	0	0
ARL6	107	79	223	245
ARL6IP1	11151	13484	5615	6233
ARL6IP4	1781	1996	1287	1540
ARL6IP5	3116	3039	3589	3949
ARL6IP6	1038	946	515	563
ARL8A	1815	1710	785	882
ARL8B	2872	2575	2191	2445
ARL9	0	0	1	1
ARMC1	1982	1503	1759	1781
ARMC10	1341	990	551	599
ARMC2	39	29	72	79
ARMC3	13	4	1	2
ARMC4	0	2	6	11
ARMC5	269	336	327	325
ARMC6	1471	987	1253	1463
ARMC7	311	390	315	351
ARMC8	1170	895	968	950
ARMC9	490	442	158	153
ARMCX1	0	0	0	1
ARMCX2	26	26	0	0
ARMCX3	737	808	1110	1282
ARMCX4	4	2	9	10
ARMCX5	243	213	587	611
ARMCX5-GPRASP2	7	17	30	18
ARMCX6	292	311	202	225
ARMS2	0	0	0	2
ARNT	2817	2420	1826	1680
ARNT2	99	74	322	304
ARNTL	241	205	278	274
ARNTL2	100	57	374	361
ARPC1A	4954	4725	3161	3466
ARPC1B	4091	3997	1097	1061
ARPC2	6079	5419	2563	2677
ARPC3	1922	1329	860	909
ARPC4	3310	3449	1313	1598
ARPC4-TTLL3	0	0	0	0
ARPC5	4561	4622	3057	3252
ARPC5L	1613	1568	1331	1614
ARPM1	63	67	73	79
ARPP19	20433	13693	4553	4304
ARPP21	0	0	0	0
ARR3	3	3	1	0
ARRB1	788	646	2386	2442
ARRB2	1035	1042	1314	1442
ARRDC1	1230	1500	1122	1065
ARRDC2	558	571	211	231
ARRDC3	581	448	2686	2556
ARRDC4	1354	2240	643	619
ARRDC5	1	2	4	2
ARSA	282	497	314	299
ARSB	302	189	554	604
ARSD	389	547	661	698
ARSE	1	0	0	0
ARSF	0	0	0	0
ARSG	310	290	215	175
ARSH	3	5	5	4
ARSI	0	0	0	0
ARSJ	14	3	1	2
ARSK	98	84	141	139
ART1	0	0	0	1
ART3	0	0	3	1
ART4	0	0	0	0
ART5	5	6	0	0
ARTN	50	53	98	106
ARV1	367	322	526	468
ARVCF	278	467	854	783
ARX	0	0	18	22
AS3MT	0	0	0	0
ASAH1	1634	1738	2387	2399
ASAH2	57	31	0	0
ASAH2B	14	9	22	20
ASAP1	3006	1851	539	445
ASAP1-IT1	0	0	0	0
ASAP2	2005	1622	1266	1056
ASAP3	616	465	521	499
ASB1	615	549	868	859
ASB10	0	0	0	0
ASB11	0	1	1	2
ASB12	0	0	2	0
ASB13	819	518	808	883
ASB14	18	16	21	14
ASB15	0	0	2	1
ASB16	42	43	32	19
ASB17	0	0	0	0
ASB18	0	0	0	0
ASB2	0	1	16	22
ASB3	25	21	36	28
ASB4	0	0	1	0
ASB5	0	0	2	1
ASB6	791	713	733	808
ASB7	989	859	680	609
ASB8	1006	967	805	876
ASB9	29	27	5	4
ASB9P1	6	2	0	0
ASCC1	1172	953	1220	1405
ASCC2	2102	2001	1551	1562
ASCC3	2274	1259	3005	2866
ASCL1	1	2	9	13
ASCL2	80	158	14	14
ASCL3	0	0	0	0
ASCL4	10	20	0	0
ASF1A	621	542	1068	1217
ASF1B	2145	2251	1368	1618
ASGR1	10	7	5	6
ASGR2	0	0	0	7
ASH1L	3944	2304	1720	1215
ASH2L	1220	1115	1664	1787
ASIP	2	2	0	3
ASL	281	430	582	638
ASMT	0	0	0	0
ASMTL	0	0	0	0
ASMTL-AS1	0	0	0	0
ASNA1	4749	4091	2516	2900
ASNS	3500	1433	8875	9261
ASNSD1	1711	1389	1575	1657
ASPA	0	0	3	3
ASPDH	0	0	4	1
ASPG	0	0	2	0
ASPH	1623	1329	13732	13772
ASPHD1	273	327	459	408
ASPHD2	56	48	83	91
ASPM	4082	2576	1283	962
ASPN	0	0	1	2
ASPRV1	16	17	20	41
ASPSCR1	500	549	662	620
ASRGL1	79	66	276	288
ASS1	5235	4877	983	1033
ASTE1	292	213	241	241
ASTL	29	39	6	4
ASTN1	0	0	47	51
ASTN2	110	64	292	371
ASXL1	2859	2007	2837	2485
ASXL2	1707	694	1173	782
ASXL3	0	0	0	1
ASZ1	0	1	24	43
ATAD1	1846	1367	718	680
ATAD2	10758	8127	4707	4588
ATAD2B	873	672	603	480
ATAD3A	497	418	925	1011
ATAD3B	239	233	575	603
ATAD3C	3	13	37	67
ATAD5	639	457	605	574
ATAT1	351	414	270	278
ATCAY	0	0	0	0
ATE1	503	279	759	662
ATF1	1159	948	924	1061
ATF2	661	392	538	486
ATF3	105	92	591	535
ATF4	5536	5139	8913	9660
ATF5	541	385	858	985
ATF6	1698	1108	1603	1532
ATF6B	1826	2259	350	361
ATF7	915	677	1080	839
ATF7IP	1251	613	1038	728
ATF7IP2	26	22	1	0
ATG10	318	378	285	306
ATG12	994	996	842	844
ATG13	2551	2178	1668	1787
ATG14	674	539	486	466
ATG16L1	810	888	664	692
ATG16L2	568	606	118	166
ATG2A	669	663	900	881
ATG2B	1648	914	1107	876
ATG3	1122	868	1679	1805
ATG4A	161	123	634	695
ATG4B	1047	1009	1140	1198
ATG4C	433	349	484	524
ATG4D	638	629	708	816
ATG5	863	801	1293	1419
ATG7	844	782	607	558
ATG9A	1596	1546	2166	2247
ATG9B	4	6	7	4
ATHL1	683	810	422	448
ATIC	7961	6281	6798	6906
ATL1	116	103	41	26
ATL2	2032	1588	1973	1910
ATL3	1414	902	2143	2086
ATM	1081	752	1002	703
ATMIN	3175	2780	1996	1855
ATN1	5012	4545	4028	3775
ATOH1	0	0	0	0
ATOH7	9	5	2	0
ATOH8	8	12	5	2
ATOX1	865	879	1735	1887
ATP10A	0	2	296	258
ATP10B	0	1	2	2
ATP10D	179	66	1	1
ATP11A	1173	671	5175	3506
ATP11B	1714	1428	2852	2326
ATP11C	1808	1227	704	564
ATP12A	0	6	47	42
ATP13A1	2406	1854	2345	2219
ATP13A2	579	640	1488	1343
ATP13A3	6293	2598	3531	3039
ATP13A4	5	43	3	0
ATP13A5	22	76	0	0
ATP1A1	16212	11993	11051	10906
ATP1A1OS	138	231	184	185
ATP1A2	0	0	0	0
ATP1A3	90	79	38	31
ATP1A4	0	0	1	1
ATP1B1	1742	2042	39544	36423
ATP1B2	1	3	3	3
ATP1B3	1471	1251	2526	2919
ATP1B4	0	0	0	0
ATP2A1	65	50	64	66
ATP2A2	13660	8363	13470	13162
ATP2A3	3321	6112	7	15
ATP2B1	3383	2694	3711	3282
ATP2B2	0	0	2	1
ATP2B3	0	1	2	5
ATP2B4	1544	1156	1435	1229
ATP2C1	3084	2449	2587	2593
ATP2C2	917	1064	885	843
ATP4A	3	1	17	11
ATP4B	0	0	3	1
ATP5A1	31042	27040	13785	15615
ATP5B	28374	18815	36485	40232
ATP5C1	7019	6262	5202	5700
ATP5D	1376	1679	2106	2117
ATP5E	2152	2444	1323	1549
ATP5EP2	1832	2030	1023	1296
ATP5F1	4736	3931	4059	4667
ATP5G1	1140	903	1119	1480
ATP5G2	3925	4944	4574	5450
ATP5G3	6886	6166	5350	6547
ATP5H	2029	2283	2053	2486
ATP5I	2690	2554	2708	3210
ATP5J	1278	1223	1526	1827
ATP5J2	1895	2101	1001	1421
ATP5J2-PTCD1	0	0	0	0
ATP5L	4152	4557	3237	3925
ATP5L2	0	1	0	0
ATP5O	3062	2970	3750	4321
ATP5S	379	483	476	532
ATP5SL	1117	1187	646	686
ATP6AP1	3274	3681	2177	2451
ATP6AP1L	28	35	33	38
ATP6AP2	1730	1612	2473	2571
ATP6V0A1	1148	1080	1269	1187
ATP6V0A2	1156	684	614	623
ATP6V0A4	292	216	3	0
ATP6V0B	1431	1546	2574	3096
ATP6V0C	1293	1520	1752	1890
ATP6V0CP3	0	0	0	0
ATP6V0D1	2131	2400	2140	2641
ATP6V0D2	1	0	0	2
ATP6V0E1	2767	2642	1874	2143
ATP6V0E2	1310	1672	3388	3668
ATP6V1A	4275	4401	4107	4183
ATP6V1B1	28	26	0	0
ATP6V1B2	1679	1411	2660	2970
ATP6V1C1	4499	3441	1589	1678
ATP6V1C2	241	177	33	22
ATP6V1D	1540	1615	1315	1501
ATP6V1E1	2123	1912	1440	1699
ATP6V1E2	173	150	385	370
ATP6V1F	2489	2725	2110	2775
ATP6V1G1	3955	4988	2331	2520
ATP6V1G2	10	8	35	37
ATP6V1G2-DDX39B	0	0	0	0
ATP6V1G3	0	0	0	0
ATP6V1H	1357	1354	1315	1318
ATP7A	397	334	839	700
ATP7B	255	266	287	293
ATP8A1	372	589	652	536
ATP8A2	55	25	0	0
ATP8B1	2892	2321	1341	1275
ATP8B2	1104	2099	596	610
ATP8B3	15	44	4	8
ATP8B4	10	4	9	10
ATP8B5P	115	90	84	64
ATP9A	2893	3455	1635	1330
ATP9B	224	166	268	241
ATPAF1	1660	1660	3735	4235
ATPAF1-AS1	0	2	7	2
ATPAF2	489	494	547	574
ATPBD4	262	200	474	498
ATPIF1	1400	1637	3451	3725
ATR	1793	977	892	742
ATRIP	496	347	561	634
ATRN	1572	1241	1874	1613
ATRNL1	34	16	6	6
ATRX	2362	1621	2501	1866
ATXN1	332	248	565	443
ATXN10	4724	4193	4162	4520
ATXN1L	3827	2506	987	846
ATXN2	775	613	1217	1004
ATXN2L	4892	3689	2384	1977
ATXN3	903	632	674	584
ATXN3L	2	3	1	0
ATXN7	1639	1066	668	581
ATXN7L1	446	305	280	224
ATXN7L2	396	295	296	322
ATXN7L3	3514	3240	965	1027
ATXN7L3B	5493	4221	6473	6559
ATXN8OS	0	0	0	0
AUH	213	109	356	355
AUP1	3194	2299	2190	2250
AURKA	4052	3379	1414	1616
AURKAIP1	1236	1328	2567	2809
AURKAPS1	344	287	143	199
AURKB	2201	2057	1085	1351
AURKC	3	1	17	24
AUTS2	107	65	535	446
AVEN	276	171	226	276
AVIL	44	26	64	60
AVL9	2164	1289	816	697
AVP	0	0	0	0
AVPI1	463	451	175	203
AVPR1A	0	0	9	4
AVPR1B	0	0	0	0
AVPR2	1	4	0	0
AWAT1	0	0	0	0
AWAT2	0	0	0	0
AXDND1	6	6	9	8
AXIN1	1299	1156	821	846
AXIN2	25	29	211	207
AXL	4	0	4	2
AZGP1	8	7	327	365
AZGP1P1	2	1	5	8
AZI1	456	523	801	705
AZI2	926	687	1152	1098
AZIN1	10217	8633	4724	4728
AZU1	0	0	0	1
B2M	6125	4609	2733	3093
B3GALNT1	1116	1174	1	4
B3GALNT2	756	479	1109	1009
B3GALT1	1	1	2	0
B3GALT2	0	0	0	0
B3GALT4	67	150	25	20
B3GALT5	13	8	0	0
B3GALT6	470	436	1866	2108
B3GALTL	327	300	443	475
B3GAT1	12	13	19	10
B3GAT2	0	2	3	0
B3GAT3	511	671	608	603
B3GNT1	734	675	806	942
B3GNT2	1018	997	501	504
B3GNT3	657	673	1	0
B3GNT4	54	118	54	69
B3GNT5	14	38	4	1
B3GNT6	0	0	0	0
B3GNT7	4	9	1	4
B3GNT8	45	82	2	0
B3GNT9	18	36	9	5
B3GNTL1	69	52	95	99
B4GALNT1	193	178	106	72
B4GALNT2	7	11	1	2
B4GALNT3	141	126	29	33
B4GALNT4	897	962	1784	1565
B4GALT1	4685	2982	2609	2491
B4GALT2	1546	1241	1990	2345
B4GALT3	1634	1745	1488	1862
B4GALT4	658	679	683	680
B4GALT5	1842	917	1403	1265
B4GALT6	112	80	346	319
B4GALT7	553	572	427	513
B7H6	70	41	523	313
B9D1	241	213	110	96
B9D2	46	44	39	44
BAALC	4	1	1	0
BAAT	4	3	4	6
BABAM1	1382	1444	1434	1722
BACE1	823	1003	1714	1471
BACE1-AS	11	22	31	20
BACE2	1704	1014	78	68
BACH1	453	325	615	597
BACH2	9	5	2	2
BAD	473	732	711	713
BAG1	1762	2099	1302	1597
BAG2	339	190	10	8
BAG3	2110	2092	1375	1452
BAG4	557	525	890	823
BAG5	2696	2026	2080	1830
BAG6	5867	5417	5937	5691
BAGE	25	24	33	17
BAGE2	0	0	0	0
BAGE3	0	0	0	0
BAGE4	0	0	0	0
BAGE5	0	0	0	0
BAHCC1	674	616	1031	744
BAHD1	1230	1161	743	754
BAI1	649	729	6	5
BAI2	72	84	112	133
BAI3	1	0	0	0
BAIAP2	750	772	1684	1709
BAIAP2L1	996	779	1667	1784
BAIAP2L2	7	15	19	22
BAIAP3	60	147	194	157
BAK1	488	427	265	277
BAMBI	2713	2937	1139	1064
BANF1	3016	2961	1637	1999
BANF2	0	0	0	0
BANK1	6	11	107	115
BANP	258	257	264	243
BAP1	1739	1507	2229	2467
BARD1	652	469	1751	1388
BARHL1	0	0	0	0
BARHL2	0	0	0	0
BARX1	1	0	2	0
BARX2	125	90	34	44
BASP1	430	916	1	4
BASP1P1	0	0	0	0
BATF	443	284	2	1
BATF2	9	9	5	7
BATF3	0	1	6	24
BAX	1508	1174	565	746
BAZ1A	4381	2855	2030	1932
BAZ1B	5308	3348	5005	4190
BAZ2A	4371	2869	2739	2231
BAZ2B	1410	1289	250	187
BBC3	79	95	45	39
BBIP1	239	257	447	449
BBOX1	0	0	3	0
BBS1	377	454	471	430
BBS10	820	598	2343	2119
BBS12	54	81	60	48
BBS2	912	735	1237	1206
BBS4	971	919	827	849
BBS5	240	186	231	209
BBS7	403	384	821	799
BBS9	425	347	364	338
BBX	2431	1850	2644	1952
BCAM	590	1460	579	576
BCAN	1	4	4	4
BCAP29	1299	1409	939	959
BCAP31	5570	6016	4005	4735
BCAR1	1227	1404	1207	1098
BCAR3	167	251	230	296
BCAR4	0	0	0	0
BCAS1	2351	2254	13	9
BCAS2	5721	5039	1192	1354
BCAS3	6454	4853	280	258
BCAS4	395	298	74	82
BCAT1	0	0	45	54
BCAT2	696	968	1237	1308
BCCIP	2422	1575	2902	3126
BCDIN3D	127	171	276	282
BCHE	3	1	2088	2053
BCKDHA	1658	1776	446	459
BCKDHB	376	499	417	479
BCKDK	1789	2513	1715	1693
BCL10	343	338	474	486
BCL11A	0	0	4	3
BCL11B	763	373	69	58
BCL2	1419	630	107	112
BCL2A1	0	0	0	0
BCL2L1	2686	2937	2184	2312
BCL2L10	0	0	0	0
BCL2L11	1172	1133	1271	1115
BCL2L12	391	417	494	554
BCL2L13	1652	1253	1621	1725
BCL2L14	6	2	109	102
BCL2L15	13	18	2	1
BCL2L2	791	707	1363	1403
BCL2L2-PABPN1	0	0	0	0
BCL3	441	442	130	114
BCL6	646	617	2869	2398
BCL6B	0	0	5	4
BCL7A	855	676	852	793
BCL7B	1446	1304	1082	1258
BCL7C	643	873	263	269
BCL9	1695	1384	1353	1119
BCL9L	4613	4064	2275	1742
BCLAF1	6085	3154	5589	5228
BCMO1	7	12	0	2
BCO2	8	2	1	0
BCOR	1851	1951	1972	1783
BCORL1	538	370	383	337
BCORP1	0	0	2	1
BCR	1776	1349	1004	1076
BCRP2	4	2	43	42
BCRP3	5	2	2	2
BCS1L	770	608	854	1036
BCYRN1	0	0	0	0
BDAG1	0	0	0	0
BDH1	1505	1714	804	870
BDH2	252	220	196	179
BDKRB1	2	1	54	53
BDKRB2	106	68	45	50
BDNF	0	0	7	9
BDNF-AS1	4	15	21	26
BDP1	2458	1415	4753	3405
BEAN1	3	6	11	9
BECN1	1593	1394	1347	1215
BEGAIN	42	21	21	16
BEND2	417	471	3	2
BEND3	422	266	433	438
BEND4	1	1	272	236
BEND5	0	0	7	4
BEND6	17	5	0	0
BEND7	123	91	165	142
BEST1	5	5	647	551
BEST2	1	1	0	6
BEST3	0	0	4	6
BEST4	2	10	15	14
BET1	746	752	500	554
BET1L	1078	1045	1285	1427
BET3L	0	0	0	0
BEX1	3	1	94	106
BEX2	35	28	541	626
BEX4	57	49	162	160
BEX5	36	44	90	122
BFAR	1607	1250	795	789
BFSP1	56	54	18	11
BFSP2	4	4	1	1
BGLAP	0	2	1	0
BGN	79	91	0	1
BHLHA15	3	2	133	84
BHLHA9	0	0	0	0
BHLHB9	173	126	322	279
BHLHE22	0	0	0	0
BHLHE23	0	0	0	0
BHLHE40	1218	822	2050	1942
BHLHE41	4	1	4	8
BHMT	0	0	4	4
BHMT2	0	0	0	1
BICC1	0	0	1	2
BICD1	118	62	558	553
BICD2	1025	974	1330	1160
BID	1551	868	238	231
BIK	195	521	129	130
BIN1	7	2	657	626
BIN2	4	4	1	2
BIN3	475	426	175	227
BIRC2	926	923	1167	1140
BIRC3	17	10	25	28
BIRC5	2873	2462	3633	4456
BIRC6	4306	2277	2114	1328
BIRC7	0	1	2	1
BIRC8	0	0	0	0
BIVM	234	304	175	186
BIVM-ERCC5	0	0	0	0
BK250D10.8	19	21	50	46
BLCAP	1926	1674	1379	1334
BLID	0	0	0	0
BLK	7	1	1	2
BLM	1465	998	403	453
BLMH	982	844	1716	1827
BLNK	154	270	128	169
BLOC1S1	221	300	195	259
BLOC1S1-RDH5	0	0	0	0
BLOC1S2	1865	1580	564	659
BLOC1S3	461	488	245	252
BLVRA	1569	1678	1215	1427
BLVRB	1782	2008	1309	1493
BLZF1	583	557	850	713
BMF	903	1083	615	571
BMI1	45	35	69	55
BMP1	193	165	392	360
BMP10	0	0	0	0
BMP15	0	0	0	0
BMP2	1	3	28	24
BMP2K	361	246	246	211
BMP3	0	0	0	0
BMP4	325	322	14	18
BMP5	0	0	0	0
BMP6	5	6	149	140
BMP7	2921	5726	226	252
BMP8A	32	29	107	96
BMP8B	94	92	113	90
BMPER	1	1	2	0
BMPR1A	608	451	182	150
BMPR1B	27	40	2	4
BMPR2	3042	2214	1541	1347
BMS1	3188	1948	2355	2240
BMS1P1	0	0	0	0
BMS1P4	91	50	80	76
BMS1P5	0	0	0	0
BMX	0	0	110	90
BNC1	1	1	0	0
BNC2	0	0	19	16
BNIP1	582	495	431	491
BNIP2	965	978	2081	1934
BNIP3	1724	2450	5287	4667
BNIP3L	2300	3493	5900	4896
BNIPL	263	363	16	17
BOC	102	94	58	41
BOD1	2304	1747	1053	1183
BOD1L	1972	1206	1192	878
BOD1P	18	17	9	11
BOK	568	665	552	607
BOK-AS1	3	0	1	0
BOLA1	768	963	880	950
BOLA2	0	0	0	0
BOLA2B	0	0	0	0
BOLA3	600	454	517	640
BOLL	3	4	2	0
BOP1	259	155	321	332
BORA	431	317	63	81
BPESC1	0	1	0	0
BPGM	348	261	567	701
BPHL	769	683	913	984
BPI	0	1	0	0
BPIFA1	0	0	1	0
BPIFA2	0	0	0	0
BPIFA3	0	0	0	0
BPIFA4P	0	0	0	0
BPIFB1	3	0	8	5
BPIFB2	0	0	1	1
BPIFB3	0	0	0	0
BPIFB4	16	5	0	1
BPIFB6	0	1	0	0
BPIFC	0	0	1	3
BPNT1	890	791	1166	1454
BPTF	7344	4545	2463	1638
BPY2	0	0	0	0
BPY2B	0	0	0	0
BPY2C	0	0	0	0
BRAF	199	162	405	352
BRAP	832	636	661	648
BRAT1	1077	1053	1530	1423
BRCA1	2532	1795	1563	1317
BRCA2	3775	1679	1546	1069
BRCC3	1157	930	634	569
BRD1	1236	1292	892	771
BRD2	9009	8631	6907	6506
BRD3	1110	1011	1843	1548
BRD4	1943	1078	1726	1434
BRD7	709	613	446	528
BRD7P3	8	8	9	10
BRD8	1639	1360	2019	2038
BRD9	1584	1200	812	803
BRDT	1	4	449	439
BRE	906	856	1293	1286
BREA2	8	11	3	4
BRF1	894	915	1212	1188
BRF2	314	316	294	360
BRI3	407	438	683	832
BRI3BP	675	358	616	480
BRIP1	10162	7418	689	633
BRIX1	2830	1970	1942	2215
BRK1	4362	4129	3470	3798
BRMS1	1830	1459	950	1015
BRMS1L	803	608	637	645
BROX	479	384	802	691
BRP44	731	858	2590	2650
BRP44L	284	327	358	397
BRPF1	1325	1099	772	692
BRPF3	2047	1683	1081	891
BRS3	0	0	0	0
BRSK1	107	167	48	41
BRSK2	69	73	23	30
BRWD1	3570	2821	1538	1260
BRWD3	634	493	263	188
BSCL2	13	18	163	127
BSDC1	1128	1025	751	759
BSG	6189	7146	10137	11077
BSN	48	30	82	68
BSN-AS2	2	0	39	44
BSND	0	0	0	0
BSPH1	0	0	0	0
BSPRY	1337	1093	725	797
BST1	4	4	3	7
BST2	3287	2948	19	34
BSX	0	0	0	0
BTAF1	2001	1246	1769	1378
BTBD1	3358	2912	2397	2457
BTBD10	722	593	872	909
BTBD11	63	86	11	11
BTBD16	0	0	2	3
BTBD17	0	0	1	0
BTBD18	1	1	3	2
BTBD19	0	0	6	6
BTBD2	1579	1838	3247	3075
BTBD3	800	739	618	565
BTBD6	2	0	1013	1345
BTBD7	1562	1022	1102	930
BTBD8	14	18	27	35
BTBD9	430	398	422	365
BTC	104	93	0	0
BTD	164	211	525	481
BTF3	8697	9034	8853	10132
BTF3L4	1048	703	1188	1251
BTF3P11	1	0	0	0
BTG1	1754	2523	847	987
BTG2	513	237	510	491
BTG3	22	14	384	443
BTG4	0	0	0	1
BTK	3	5	4	2
BTLA	0	0	4	8
BTN1A1	0	0	1	0
BTN2A1	558	522	423	434
BTN2A2	201	255	273	246
BTN2A3	33	25	51	26
BTN3A1	74	31	129	90
BTN3A2	86	34	182	190
BTN3A3	27	15	141	138
BTNL2	0	0	2	1
BTNL3	0	0	0	1
BTNL8	0	0	1	2
BTNL9	34	38	337	299
BTRC	938	825	422	373
BUB1	3616	2680	2008	1885
BUB1B	2105	1409	2818	2766
BUB3	4098	3354	4247	4859
BUD13	561	513	679	756
BUD31	1849	1616	900	996
BVES	0	0	318	315
BYSL	1124	801	878	907
BZRAP1	0	0	118	145
BZW1	2647	2267	2258	2112
BZW2	3055	1946	2587	2892
C10orf10	2	5	45	31
C10orf103	37	16	25	16
C10orf105	1	1	1	0
C10orf107	5	3	2	6
C10orf108	0	0	0	0
C10orf11	2	1	9	6
C10orf111	3	3	7	10
C10orf113	0	0	0	1
C10orf114	35	44	8	4
C10orf116	1133	1514	0	2
C10orf118	875	659	1438	1082
C10orf12	230	102	213	136
C10orf120	0	0	0	0
C10orf122	1	0	0	1
C10orf125	101	89	222	264
C10orf128	0	0	0	0
C10orf129	0	0	0	0
C10orf131	11	10	11	9
C10orf136	0	0	0	0
C10orf137	1438	703	728	623
C10orf140	83	92	1	6
C10orf18	4956	2361	3928	2929
C10orf2	1606	844	742	790
C10orf25	16	15	14	13
C10orf26	1744	1637	1116	1215
C10orf27	4	9	0	0
C10orf28	652	556	410	356
C10orf32	259	402	479	532
C10orf32-AS3MT	0	0	0	0
C10orf35	347	375	286	364
C10orf40	0	0	0	0
C10orf44	1	0	1	1
C10orf46	1863	840	964	914
C10orf47	184	190	285	288
C10orf53	0	0	0	0
C10orf54	0	1	0	0
C10orf55	0	2	1	0
C10orf57	1355	1486	680	691
C10orf58	3593	2680	3	5
C10orf62	0	1	8	5
C10orf67	0	0	0	1
C10orf68	31	37	10	10
C10orf71	0	0	2	0
C10orf76	1252	1119	748	769
C10orf81	224	141	11	10
C10orf82	47	32	0	0
C10orf88	230	235	338	304
C10orf90	0	0	3	0
C10orf91	16	9	27	28
C10orf92	0	0	1	0
C10orf93	7	4	1	0
C10orf95	9	7	21	21
C10orf96	0	0	0	0
C10orf99	0	0	0	0
C11orf1	195	229	880	890
C11orf10	1170	1330	1047	1478
C11orf16	1	0	6	0
C11orf2	1279	1404	2209	2382
C11orf20	3	3	5	5
C11orf21	0	0	0	1
C11orf24	1160	816	864	927
C11orf30	1471	946	1001	802
C11orf31	794	980	1002	1199
C11orf34	0	0	0	0
C11orf35	110	266	186	137
C11orf36	2	6	1	1
C11orf40	0	0	0	0
C11orf41	6	5	1	1
C11orf42	3	3	1	2
C11orf45	13	6	0	4
C11orf46	303	290	246	307
C11orf48	1936	1973	1399	1902
C11orf49	650	710	524	517
C11orf51	251	267	95	88
C11orf52	0	0	0	0
C11orf53	0	0	5	4
C11orf54	353	412	1050	989
C11orf57	840	601	1338	1321
C11orf58	1974	1571	2863	3059
C11orf61	162	129	151	132
C11orf63	102	106	0	0
C11orf65	11	11	65	47
C11orf66	7	9	5	8
C11orf67	183	274	176	178
C11orf68	660	729	732	783
C11orf70	1	4	1	0
C11orf71	48	51	466	474
C11orf73	693	639	611	623
C11orf74	127	88	258	268
C11orf75	94	85	888	977
C11orf80	872	1037	365	318
C11orf82	1287	806	913	837
C11orf83	494	436	684	726
C11orf84	597	687	504	465
C11orf85	0	0	4	3
C11orf86	0	0	1	1
C11orf87	0	0	0	0
C11orf88	0	1	1	0
C11orf9	47	48	218	223
C11orf91	1	1	1	1
